Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
8511,15.25,Regular,0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022
8512,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,,Tier 2,Supermarket Type1,3111.9492
8513,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224
8514,,Low Fat,0.026174636,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
8515,19.7,Regular,0.160671255,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196
8516,13,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904
8517,,Regular,0.038313981,Fruits and Vegetables,109.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137
8518,11.8,Regular,0.170548238,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008
8519,20.35,Low Fat,0.060794097,Baking Goods,233.6616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
8520,16.85,Low Fat,0.036446751,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
8521,7.63,Low Fat,0.061188147,Soft Drinks,94.0436,OUT045,2002,,Tier 2,Supermarket Type1,1134.5232
8522,15.75,Low Fat,0.054884821,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
8523,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332
8524,13.85,Regular,0.025936747,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
8525,10.895,LF,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,,Tier 2,Supermarket Type1,3295.71
8526,15.6,Low Fat,0.045168898,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686
8527,11.3,Low Fat,0.04767798,Household,181.466,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086
8528,20,Low Fat,0.058812134,Health and Hygiene,111.6544,OUT017,2007,,Tier 2,Supermarket Type1,1565.9616
8529,19.35,Regular,0.018667601,Snack Foods,112.9544,OUT017,2007,,Tier 2,Supermarket Type1,2908.2144
8530,15.6,Low Fat,0.087646694,Snack Foods,221.5798,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495
8531,,Low Fat,0.19033746,Snack Foods,159.4578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578
8532,10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.5312
8533,,Low Fat,0.039385518,Snack Foods,164.8526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416
8534,9.5,Regular,0.010914988,Snack Foods,183.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.6512
8535,,Low Fat,0.034203092,Baking Goods,43.3086,OUT027,1985,Medium,Tier 3,Supermarket Type3,624.5204
8536,10.65,reg,0.085268317,Snack Foods,229.7668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356
8537,,Regular,0.084354713,Canned,215.5218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.6014
8538,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
8539,15.7,LF,0.037383778,Soft Drinks,179.7634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
8540,,Low Fat,0.042354152,Fruits and Vegetables,227.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,7017.532
8541,15.85,Low Fat,0.043410693,Starchy Foods,39.4164,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.4656
8542,13.8,Regular,0.056872392,Snack Foods,231.1984,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.3648
8543,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644
8544,9.3,LF,0.016113019,Dairy,248.8092,OUT017,2007,,Tier 2,Supermarket Type1,5976.2208
8545,15.1,Low Fat,0.052295514,Meat,242.9512,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024
8546,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706
8547,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765
8548,7.27,Low Fat,0.046653872,Health and Hygiene,98.6384,OUT045,2002,,Tier 2,Supermarket Type1,1970.768
8549,19.35,Low Fat,0.02775746,Health and Hygiene,62.5168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.0032
8550,9.695,Low Fat,0,Fruits and Vegetables,186.7898,OUT010,1998,,Tier 3,Grocery Store,561.2694
8551,20.2,Low Fat,0,Household,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,832.9158
8552,,LF,0.003574698,Hard Drinks,154.6998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.7958
8553,10.5,Regular,0.11733375,Baking Goods,164.121,OUT017,2007,,Tier 2,Supermarket Type1,2773.057
8554,12.5,Regular,0.081684728,Fruits and Vegetables,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344
8555,,Low Fat,0.079261744,Snack Foods,81.825,OUT019,1985,Small,Tier 1,Grocery Store,83.225
8556,17.75,Low Fat,0.030410273,Dairy,256.0672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376
8557,9,Low Fat,0.069938838,Health and Hygiene,264.8884,OUT017,2007,,Tier 2,Supermarket Type1,2914.8724
8558,17.85,Low Fat,0.037885683,Soft Drinks,190.4188,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094
8559,,Regular,0.235183205,Canned,41.548,OUT019,1985,Small,Tier 1,Grocery Store,79.896
8560,4.61,Low Fat,0.123151947,Hard Drinks,175.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.2752
8561,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684
8562,7.155,Regular,0.169137707,Breads,35.2874,OUT017,2007,,Tier 2,Supermarket Type1,388.1614
8563,,Regular,0,Meat,182.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.9536
8564,12.3,Low Fat,0.009429612,Baking Goods,71.338,OUT045,2002,,Tier 2,Supermarket Type1,1098.57
8565,7.93,Low Fat,0.071076672,Health and Hygiene,44.9086,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548
8566,8.01,Low Fat,0.070234306,Hard Drinks,34.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298
8567,9.8,Low Fat,0.043663452,Snack Foods,217.185,OUT010,1998,,Tier 3,Grocery Store,432.77
8568,,Regular,0.059110912,Meat,199.3426,OUT019,1985,Small,Tier 1,Grocery Store,395.4852
8569,5,LF,0,Soft Drinks,190.453,OUT010,1998,,Tier 3,Grocery Store,379.506
8570,19.6,Low Fat,0.042324556,Health and Hygiene,150.9024,OUT010,1998,,Tier 3,Grocery Store,303.6048
8571,16.5,Low Fat,0.012657494,Health and Hygiene,36.3506,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638
8572,12.6,low fat,0.048857925,Breads,61.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1052.6298
8573,14.1,Low Fat,0.090185027,Canned,140.2496,OUT017,2007,,Tier 2,Supermarket Type1,2681.8424
8574,6.38,Low Fat,0.015186146,Household,144.947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
8575,20.25,Regular,0,Dairy,194.2794,OUT049,1999,Medium,Tier 1,Supermarket Type1,4291.7468
8576,,Low Fat,0.155541973,Meat,159.7578,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.8312
8577,12.3,Low Fat,0.052502049,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319
8578,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.8518,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.1842
8579,15,Low Fat,0.118868155,Snack Foods,229.4694,OUT035,2004,Small,Tier 2,Supermarket Type1,5937.6044
8580,11.6,Low Fat,0.037639672,Health and Hygiene,98.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.8588
8581,,Regular,0.021031586,Canned,164.7184,OUT019,1985,Small,Tier 1,Grocery Store,495.3552
8582,,Low Fat,0.069968018,Others,83.9908,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
8583,17.85,Low Fat,0.087963415,Breads,193.3794,OUT017,2007,,Tier 2,Supermarket Type1,4291.7468
8584,14.8,Regular,0.043885147,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569
8585,7.905,Low Fat,0.064163983,Hard Drinks,229.9694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
8586,,Low Fat,0,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935
8587,,Regular,0,Baking Goods,165.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644
8588,11.8,Regular,0.02592132,Meat,101.9674,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.7458
8589,14,Low Fat,0.023734872,Baking Goods,103.2332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976
8590,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152
8591,7.39,Low Fat,0.120770963,Others,143.447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.352
8592,15,Low Fat,0.118791698,Snack Foods,229.9694,OUT013,1987,High,Tier 3,Supermarket Type1,4339.0186
8593,,Low Fat,0.034717799,Canned,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,6066.7696
8594,19.7,LF,0.041823046,Frozen Foods,108.0912,OUT045,2002,,Tier 2,Supermarket Type1,1965.4416
8595,10.8,Low Fat,0.164724567,Meat,98.4042,OUT010,1998,,Tier 3,Grocery Store,99.2042
8596,,Low Fat,0.174336148,Health and Hygiene,184.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628
8597,,Regular,0.006295472,Baking Goods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038
8598,,Regular,0.093463546,Frozen Foods,189.1214,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0568
8599,,Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172
8600,9.6,Low Fat,0.161182103,Soft Drinks,165.3158,OUT010,1998,,Tier 3,Grocery Store,334.2316
8601,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464
8602,21.1,Regular,0.161474419,Fruits and Vegetables,62.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856
8603,,Low Fat,0.041740624,Dairy,98.3042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
8604,,Low Fat,0.306542848,Soft Drinks,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204
8605,6.135,LF,0.079293753,Soft Drinks,111.286,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72
8606,16.2,Low Fat,0.044472637,Frozen Foods,43.3454,OUT017,2007,,Tier 2,Supermarket Type1,922.7988
8607,15.7,Low Fat,0.073816097,Baking Goods,253.4724,OUT045,2002,,Tier 2,Supermarket Type1,2013.3792
8608,17.2,Regular,0.012080016,Canned,164.4184,OUT017,2007,,Tier 2,Supermarket Type1,2641.8944
8609,12.15,Low Fat,0.02859825,Household,150.4708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062
8610,,Regular,0.076944658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657
8611,8.63,Regular,0.055084019,Snack Foods,114.7518,OUT010,1998,,Tier 3,Grocery Store,455.4072
8612,15,Regular,0.162093059,Canned,182.5266,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290.9862
8613,,Low Fat,0.024546148,Frozen Foods,34.619,OUT019,1985,Small,Tier 1,Grocery Store,36.619
8614,,Low Fat,0.118783796,Baking Goods,108.5596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.7536
8615,8.975,Regular,0.052836076,Canned,86.6224,OUT045,2002,,Tier 2,Supermarket Type1,1619.2256
8616,12.15,Low Fat,0.037889224,Meat,64.7826,OUT035,2004,Small,Tier 2,Supermarket Type1,904.1564
8617,6.895,Low Fat,0.022587621,Meat,143.7812,OUT017,2007,,Tier 2,Supermarket Type1,1994.7368
8618,,Low Fat,0.036213953,Snack Foods,92.5488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.9152
8619,8.325,Low Fat,0.029779207,Fruits and Vegetables,39.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
8620,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,2007,,Tier 2,Supermarket Type1,1853.5872
8621,,Low Fat,0.042037073,Dairy,172.6764,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183.9504
8622,19.35,Regular,0.062516602,Baking Goods,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.2496
8623,17.5,Regular,0.012620221,Dairy,144.8102,OUT010,1998,,Tier 3,Grocery Store,291.6204
8624,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,,Tier 2,Supermarket Type1,739.038
8625,8.895,Regular,0.137618927,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596
8626,7.71,Regular,0.047588696,Dairy,122.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
8627,,Low Fat,0.050790917,Household,142.7786,OUT019,1985,Small,Tier 1,Grocery Store,144.4786
8628,15.7,Regular,0.037864721,Frozen Foods,124.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.5414
8629,16.7,Low Fat,0.070551723,Dairy,217.685,OUT017,2007,,Tier 2,Supermarket Type1,2163.85
8630,20.35,Low Fat,0.021326471,Household,76.1328,OUT046,1997,Small,Tier 1,Supermarket Type1,772.328
8631,12.5,Low Fat,0.018955479,Health and Hygiene,100.1384,OUT017,2007,,Tier 2,Supermarket Type1,2167.8448
8632,15.1,Regular,0.105666833,Fruits and Vegetables,41.6796,OUT046,1997,Small,Tier 1,Supermarket Type1,495.3552
8633,14,Low Fat,0.040725405,Household,43.4454,OUT010,1998,,Tier 3,Grocery Store,41.9454
8634,8.365,Low Fat,0.072252888,Hard Drinks,39.6506,OUT017,2007,,Tier 2,Supermarket Type1,834.9132
8635,10.695,Regular,0.061008889,Breakfast,177.5712,OUT017,2007,,Tier 2,Supermarket Type1,2636.568
8636,5.21,Low Fat,0.011007815,Household,259.5962,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.9582
8637,13.65,Regular,0,Meat,37.9532,OUT045,2002,,Tier 2,Supermarket Type1,575.2512
8638,8.01,Low Fat,0.070247589,Hard Drinks,37.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216
8639,5.88,Regular,0.030294931,Frozen Foods,104.099,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.796
8640,5.615,Low Fat,0.210511558,Health and Hygiene,121.373,OUT010,1998,,Tier 3,Grocery Store,123.173
8641,19.7,LF,0.0650227,Canned,87.0198,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.7584
8642,,Regular,0.173587926,Dairy,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
8643,18.25,Regular,0.183579854,Dairy,110.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.426
8644,15.35,Regular,0.113678422,Fruits and Vegetables,189.7504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2492.7552
8645,,Low Fat,0.078174543,Canned,39.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.0614
8646,10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,396.8168
8647,13.65,Regular,0.026602089,Meat,35.1532,OUT046,1997,Small,Tier 1,Supermarket Type1,790.9704
8648,8.615,Low Fat,0.116226984,Fruits and Vegetables,95.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.7644
8649,5.8,Low Fat,0.131221393,Dairy,87.8172,OUT045,2002,,Tier 2,Supermarket Type1,1070.6064
8650,8.3,Low Fat,0.035409328,Fruits and Vegetables,36.2506,OUT049,1999,Medium,Tier 1,Supermarket Type1,834.9132
8651,16,Low Fat,0,Household,210.4902,OUT045,2002,,Tier 2,Supermarket Type1,3610.6334
8652,5.155,Low Fat,0.083327693,Frozen Foods,247.2776,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.2624
8653,8.895,Regular,0.08125293,Snack Foods,49.8008,OUT045,2002,,Tier 2,Supermarket Type1,1062.6168
8654,15.1,Regular,0,Fruits and Vegetables,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.2268
8655,15.5,LF,0.103422709,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764
8656,6.325,Low Fat,0.125688044,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.2882
8657,,Regular,0.187443314,Fruits and Vegetables,145.8786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572
8658,9.3,Low Fat,0.04295842,Fruits and Vegetables,89.3172,OUT035,2004,Small,Tier 2,Supermarket Type1,2051.9956
8659,,Low Fat,0.034938717,Household,49.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.2578
8660,20.6,LF,0.045603215,Health and Hygiene,149.2392,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584
8661,15.5,Regular,0.085834992,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1,788.3072
8662,9.195,Low Fat,0.048050783,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
8663,5.695,Low Fat,0.065589906,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566
8664,,Low Fat,0.173529036,Fruits and Vegetables,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692
8665,5.94,Regular,0.029492018,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
8666,6.36,Low Fat,0.121225455,Fruits and Vegetables,45.906,OUT017,2007,,Tier 2,Supermarket Type1,1118.544
8667,,Low Fat,0.114475357,Soft Drinks,160.9236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304
8668,4.805,Regular,0,Dairy,123.9704,OUT045,2002,,Tier 2,Supermarket Type1,2253.0672
8669,14.85,Low Fat,0.060927824,Household,254.8698,OUT013,1987,High,Tier 3,Supermarket Type1,4819.7262
8670,14.5,Low Fat,0.019459164,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573
8671,10.3,Regular,0.050070476,Canned,77.896,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.336
8672,12.15,Low Fat,0.06227604,Starchy Foods,37.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,1078.596
8673,11.5,Low Fat,0.046217345,Snack Foods,120.3124,OUT045,2002,,Tier 2,Supermarket Type1,474.0496
8674,19.1,Low Fat,0.177270016,Household,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.422
8675,,Regular,0.080127283,Snack Foods,168.7132,OUT019,1985,Small,Tier 1,Grocery Store,338.2264
8676,15.5,Regular,0.076059648,Baking Goods,265.1568,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.2544
8677,7.31,Low Fat,0.026788937,Snack Foods,110.357,OUT046,1997,Small,Tier 1,Supermarket Type1,3185.853
8678,18.7,Low Fat,0.089197963,Snack Foods,257.3672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376
8679,7,Low Fat,0.151279591,Canned,107.028,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256
8680,12.5,Low Fat,0.112203445,Canned,121.144,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128
8681,9.395,Low Fat,0.039961837,Others,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454
8682,10.5,Regular,0.048207017,Dairy,45.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2512
8683,5.785,Regular,0.064871045,Fruits and Vegetables,262.1252,OUT010,1998,,Tier 3,Grocery Store,786.9756
8684,16.7,Regular,0.042685217,Dairy,120.7782,OUT049,1999,Medium,Tier 1,Supermarket Type1,1072.6038
8685,5.845,Regular,0.105181277,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045
8686,9.395,Low Fat,0.103751236,Snack Foods,235.8932,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728
8687,5.94,Low Fat,0.035028853,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408
8688,6.15,Low Fat,0.046262201,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064
8689,20.35,Low Fat,0.060688248,Baking Goods,234.2616,OUT035,2004,Small,Tier 2,Supermarket Type1,4687.232
8690,17.1,Regular,0.078347922,Canned,141.8838,OUT010,1998,,Tier 3,Grocery Store,280.9676
8691,,Low Fat,0.088828418,Breakfast,192.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943.6598
8692,5.765,Low Fat,0.081944045,Baking Goods,36.7164,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608
8693,12.65,Low Fat,0.123726711,Meat,107.7938,OUT017,2007,,Tier 2,Supermarket Type1,2251.0698
8694,10.5,reg,0.013485235,Snack Foods,140.0154,OUT013,1987,High,Tier 3,Supermarket Type1,3119.9388
8695,18.25,Low Fat,0.077659918,Snack Foods,260.2962,OUT013,1987,High,Tier 3,Supermarket Type1,1035.9848
8696,11.65,Low Fat,0,Baking Goods,149.8024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288
8697,19.2,Low Fat,0.100074524,Frozen Foods,110.2886,OUT046,1997,Small,Tier 1,Supermarket Type1,778.3202
8698,15.7,Low Fat,0.037289996,Soft Drinks,182.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046
8699,10.3,Regular,0.050028809,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688
8700,13.65,low fat,0.077234113,Health and Hygiene,56.893,OUT046,1997,Small,Tier 1,Supermarket Type1,1188.453
8701,16.6,Low Fat,0.016197216,Health and Hygiene,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364
8702,9.6,Low Fat,0.051571772,Snack Foods,258.462,OUT045,2002,,Tier 2,Supermarket Type1,4673.916
8703,11.85,Regular,0.055672032,Baking Goods,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988
8704,,reg,0.066336811,Baking Goods,154.1656,OUT019,1985,Small,Tier 1,Grocery Store,617.8624
8705,8.6,Low Fat,0.032672263,Health and Hygiene,141.2154,OUT049,1999,Medium,Tier 1,Supermarket Type1,709.077
8706,20.7,Regular,0.047491371,Dairy,213.9876,OUT046,1997,Small,Tier 1,Supermarket Type1,2143.876
8707,11.8,Regular,0.077154417,Snack Foods,35.7558,OUT017,2007,,Tier 2,Supermarket Type1,577.2486
8708,,Regular,0.087692636,Fruits and Vegetables,162.5526,OUT019,1985,Small,Tier 1,Grocery Store,328.9052
8709,12.6,Regular,0.074221559,Dairy,255.9356,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.3764
8710,20.7,Low Fat,0.092834313,Dairy,77.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.443
8711,15.85,Low Fat,0.020571083,Household,41.6112,OUT018,2009,Medium,Tier 3,Supermarket Type2,255.6672
8712,6.36,Low Fat,0.005978595,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
8713,9.3,reg,0.033489979,Meat,156.6314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.0512
8714,,Low Fat,0.166609517,Baking Goods,157.6604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
8715,20.7,Low Fat,0.021552357,Baking Goods,157.0288,OUT017,2007,,Tier 2,Supermarket Type1,2985.4472
8716,,Low Fat,0.130321652,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0364
8717,18.85,Regular,0.068059156,Dairy,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
8718,16.6,Low Fat,0.027573983,Household,176.6344,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.516
8719,12.5,low fat,0.103442268,Household,170.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,4942.8992
8720,7.02,Low Fat,0,Dairy,83.825,OUT017,2007,,Tier 2,Supermarket Type1,1414.825
8721,12.85,Low Fat,0.168312678,Frozen Foods,45.906,OUT013,1987,High,Tier 3,Supermarket Type1,885.514
8722,7.855,Regular,0.162205516,Baking Goods,36.2848,OUT018,2009,Medium,Tier 3,Supermarket Type2,1155.8288
8723,19.35,reg,0.076744561,Snack Foods,113.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1593.9252
8724,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8266,OUT045,2002,,Tier 2,Supermarket Type1,2766.399
8725,17.75,Regular,0.067639698,Baking Goods,187.624,OUT045,2002,,Tier 2,Supermarket Type1,1491.392
8726,13.15,Low Fat,0.056516756,Soft Drinks,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872
8727,5.365,Regular,0.140213762,Seafood,173.7764,OUT035,2004,Small,Tier 2,Supermarket Type1,4637.9628
8728,13.1,Low Fat,0.006075007,Frozen Foods,187.5898,OUT045,2002,,Tier 2,Supermarket Type1,2432.1674
8729,7.075,Low Fat,0.022612742,Frozen Foods,97.0068,OUT045,2002,,Tier 2,Supermarket Type1,1944.136
8730,9.3,LF,0.066770664,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
8731,12.3,Low Fat,0.186250852,Baking Goods,37.2874,OUT010,1998,,Tier 3,Grocery Store,176.437
8732,16.2,Regular,0.016639482,Frozen Foods,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,1076.5986
8733,18.85,Low Fat,0.040599963,Household,244.0144,OUT017,2007,,Tier 2,Supermarket Type1,5635.3312
8734,8.01,Low Fat,0.070533748,Hard Drinks,34.2532,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
8735,,Regular,0.01251245,Snack Foods,38.748,OUT019,1985,Small,Tier 1,Grocery Store,79.896
8736,,Regular,0.022807826,Fruits and Vegetables,183.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.375
8737,17.35,Regular,0.041474232,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236
8738,,Regular,0.055289464,Breads,222.5088,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816
8739,14.65,Low Fat,0.083698962,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.2832
8740,12.8,Low Fat,0.076045655,Fruits and Vegetables,96.541,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099
8741,,Low Fat,0.116366304,Health and Hygiene,158.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038
8742,6.65,Low Fat,0.053279839,Canned,147.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.6276
8743,6.675,Low Fat,0.021648305,Household,35.6874,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598
